"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe","pct"
"11001002302","Census Tract 23.02, District of Columbia, District of Columbia","B25024_010",0,12,1105,89,0
"11001002400","Census Tract 24, District of Columbia, District of Columbia","B25024_010",0,12,1477,34,0
"11001002501","Census Tract 25.01, District of Columbia, District of Columbia","B25024_010",0,12,1066,52,0
"11001002502","Census Tract 25.02, District of Columbia, District of Columbia","B25024_010",0,17,2540,97,0
"11001002600","Census Tract 26, District of Columbia, District of Columbia","B25024_010",0,12,1046,34,0
"11001002701","Census Tract 27.01, District of Columbia, District of Columbia","B25024_010",0,17,2879,102,0
"11001002702","Census Tract 27.02, District of Columbia, District of Columbia","B25024_010",0,17,2445,131,0
"11001002801","Census Tract 28.01, District of Columbia, District of Columbia","B25024_010",0,12,1869,76,0
"11001002802","Census Tract 28.02, District of Columbia, District of Columbia","B25024_010",13,20,2130,83,0.61
"11001002900","Census Tract 29, District of Columbia, District of Columbia","B25024_010",0,12,1712,64,0
"11001003000","Census Tract 30, District of Columbia, District of Columbia","B25024_010",0,12,1563,50,0
"11001003100","Census Tract 31, District of Columbia, District of Columbia","B25024_010",0,12,1312,50,0
"11001003200","Census Tract 32, District of Columbia, District of Columbia","B25024_010",0,12,1906,64,0
"11001003301","Census Tract 33.01, District of Columbia, District of Columbia","B25024_010",0,12,1614,69,0
"11001003302","Census Tract 33.02, District of Columbia, District of Columbia","B25024_010",0,12,1009,39,0
"11001003400","Census Tract 34, District of Columbia, District of Columbia","B25024_010",0,12,1444,48,0
"11001003500","Census Tract 35, District of Columbia, District of Columbia","B25024_010",17,28,1231,36,1.38
"11001003600","Census Tract 36, District of Columbia, District of Columbia","B25024_010",0,17,2272,96,0
"11001003700","Census Tract 37, District of Columbia, District of Columbia","B25024_010",0,17,2712,89,0
"11001003800","Census Tract 38, District of Columbia, District of Columbia","B25024_010",0,12,2835,151,0
"11001003900","Census Tract 39, District of Columbia, District of Columbia","B25024_010",0,12,2908,119,0
"11001004001","Census Tract 40.01, District of Columbia, District of Columbia","B25024_010",0,12,2377,79,0
"11001004002","Census Tract 40.02, District of Columbia, District of Columbia","B25024_010",0,12,1925,86,0
"11001004100","Census Tract 41, District of Columbia, District of Columbia","B25024_010",0,12,1710,64,0
"11001004201","Census Tract 42.01, District of Columbia, District of Columbia","B25024_010",0,12,2117,85,0
"11001004202","Census Tract 42.02, District of Columbia, District of Columbia","B25024_010",0,12,1891,51,0
"11001004300","Census Tract 43, District of Columbia, District of Columbia","B25024_010",7,12,2127,53,0.33
"11001004400","Census Tract 44, District of Columbia, District of Columbia","B25024_010",0,17,2733,89,0
"11001004600","Census Tract 46, District of Columbia, District of Columbia","B25024_010",0,12,1407,68,0
"11001004701","Census Tract 47.01, District of Columbia, District of Columbia","B25024_010",0,12,2472,49,0
"11001004702","Census Tract 47.02, District of Columbia, District of Columbia","B25024_010",4,7,1457,56,0.27
"11001004801","Census Tract 48.01, District of Columbia, District of Columbia","B25024_010",0,12,1212,67,0
"11001004802","Census Tract 48.02, District of Columbia, District of Columbia","B25024_010",0,12,1813,76,0
"11001004901","Census Tract 49.01, District of Columbia, District of Columbia","B25024_010",0,12,1190,54,0
"11001004902","Census Tract 49.02, District of Columbia, District of Columbia","B25024_010",0,12,1537,76,0
"11001005001","Census Tract 50.01, District of Columbia, District of Columbia","B25024_010",0,12,1001,49,0
"11001005002","Census Tract 50.02, District of Columbia, District of Columbia","B25024_010",0,17,3790,89,0
"11001005201","Census Tract 52.01, District of Columbia, District of Columbia","B25024_010",0,17,4473,107,0
"11001005301","Census Tract 53.01, District of Columbia, District of Columbia","B25024_010",0,12,3668,135,0
"11001005500","Census Tract 55, District of Columbia, District of Columbia","B25024_010",0,17,4885,225,0
"11001005600","Census Tract 56, District of Columbia, District of Columbia","B25024_010",0,17,4221,149,0
"11001005800","Census Tract 58, District of Columbia, District of Columbia","B25024_010",0,12,2259,116,0
"11001005900","Census Tract 59, District of Columbia, District of Columbia","B25024_010",0,12,1624,51,0
"11001006202","Census Tract 62.02, District of Columbia, District of Columbia","B25024_010",0,12,54,56,0
"11001006400","Census Tract 64, District of Columbia, District of Columbia","B25024_010",0,12,1210,41,0
"11001006500","Census Tract 65, District of Columbia, District of Columbia","B25024_010",0,12,1491,58,0
"11001006600","Census Tract 66, District of Columbia, District of Columbia","B25024_010",0,12,1112,60,0
"11001006700","Census Tract 67, District of Columbia, District of Columbia","B25024_010",0,12,1928,58,0
"11001006801","Census Tract 68.01, District of Columbia, District of Columbia","B25024_010",0,12,966,47,0
"11001006802","Census Tract 68.02, District of Columbia, District of Columbia","B25024_010",0,12,1055,31,0
"11001006804","Census Tract 68.04, District of Columbia, District of Columbia","B25024_010",0,12,4,6,0
"11001006900","Census Tract 69, District of Columbia, District of Columbia","B25024_010",0,12,1251,48,0
"11001007000","Census Tract 70, District of Columbia, District of Columbia","B25024_010",0,12,1255,46,0
"11001007100","Census Tract 71, District of Columbia, District of Columbia","B25024_010",0,12,1392,33,0
"11001007200","Census Tract 72, District of Columbia, District of Columbia","B25024_010",0,12,2436,65,0
"11001007301","Census Tract 73.01, District of Columbia, District of Columbia","B25024_010",0,12,1273,68,0
"11001007304","Census Tract 73.04, District of Columbia, District of Columbia","B25024_010",0,12,1430,62,0
"11001007401","Census Tract 74.01, District of Columbia, District of Columbia","B25024_010",0,12,1085,27,0
"11001007403","Census Tract 74.03, District of Columbia, District of Columbia","B25024_010",0,12,1183,36,0
"11001007404","Census Tract 74.04, District of Columbia, District of Columbia","B25024_010",0,12,1444,65,0
"11001007406","Census Tract 74.06, District of Columbia, District of Columbia","B25024_010",0,12,1134,44,0
"11001007407","Census Tract 74.07, District of Columbia, District of Columbia","B25024_010",0,12,1380,39,0
"11001007408","Census Tract 74.08, District of Columbia, District of Columbia","B25024_010",0,12,1304,41,0
"11001007409","Census Tract 74.09, District of Columbia, District of Columbia","B25024_010",0,12,1640,32,0
"11001007502","Census Tract 75.02, District of Columbia, District of Columbia","B25024_010",0,17,2007,50,0
"11001007503","Census Tract 75.03, District of Columbia, District of Columbia","B25024_010",0,12,1083,28,0
"11001007504","Census Tract 75.04, District of Columbia, District of Columbia","B25024_010",0,12,1365,41,0
"11001007601","Census Tract 76.01, District of Columbia, District of Columbia","B25024_010",0,12,2362,63,0
"11001007603","Census Tract 76.03, District of Columbia, District of Columbia","B25024_010",0,12,2428,102,0
"11001007604","Census Tract 76.04, District of Columbia, District of Columbia","B25024_010",0,12,2006,63,0
"11001007605","Census Tract 76.05, District of Columbia, District of Columbia","B25024_010",0,12,1870,52,0
"11001007703","Census Tract 77.03, District of Columbia, District of Columbia","B25024_010",0,17,2430,89,0
"11001007707","Census Tract 77.07, District of Columbia, District of Columbia","B25024_010",0,12,1828,59,0
"11001007708","Census Tract 77.08, District of Columbia, District of Columbia","B25024_010",0,12,1328,43,0
"11001007709","Census Tract 77.09, District of Columbia, District of Columbia","B25024_010",0,12,1160,57,0
"11001007803","Census Tract 78.03, District of Columbia, District of Columbia","B25024_010",0,12,1746,58,0
"11001007804","Census Tract 78.04, District of Columbia, District of Columbia","B25024_010",0,12,1375,59,0
"11001007806","Census Tract 78.06, District of Columbia, District of Columbia","B25024_010",0,12,1084,53,0
"11001007807","Census Tract 78.07, District of Columbia, District of Columbia","B25024_010",0,12,979,34,0
"11001007808","Census Tract 78.08, District of Columbia, District of Columbia","B25024_010",7,11,1639,81,0.43
"11001007809","Census Tract 78.09, District of Columbia, District of Columbia","B25024_010",0,12,1362,76,0
"11001007901","Census Tract 79.01, District of Columbia, District of Columbia","B25024_010",0,12,1807,49,0
"11001007903","Census Tract 79.03, District of Columbia, District of Columbia","B25024_010",0,12,910,29,0
"11001008001","Census Tract 80.01, District of Columbia, District of Columbia","B25024_010",0,12,1418,65,0
"11001008002","Census Tract 80.02, District of Columbia, District of Columbia","B25024_010",0,12,1645,63,0
"11001008100","Census Tract 81, District of Columbia, District of Columbia","B25024_010",0,12,1468,80,0
"11001008200","Census Tract 82, District of Columbia, District of Columbia","B25024_010",0,12,1525,79,0
"11001008301","Census Tract 83.01, District of Columbia, District of Columbia","B25024_010",0,12,1095,53,0
"11001008302","Census Tract 83.02, District of Columbia, District of Columbia","B25024_010",0,12,1026,37,0
"11001008402","Census Tract 84.02, District of Columbia, District of Columbia","B25024_010",0,12,1169,78,0
"11001008410","Census Tract 84.10, District of Columbia, District of Columbia","B25024_010",0,12,642,37,0
"11001008701","Census Tract 87.01, District of Columbia, District of Columbia","B25024_010",0,12,1082,84,0
"11001008702","Census Tract 87.02, District of Columbia, District of Columbia","B25024_010",11,17,850,39,1.29
"11001008802","Census Tract 88.02, District of Columbia, District of Columbia","B25024_010",0,12,2033,66,0
"11001008803","Census Tract 88.03, District of Columbia, District of Columbia","B25024_010",0,12,662,30,0
"11001008804","Census Tract 88.04, District of Columbia, District of Columbia","B25024_010",0,12,1419,88,0
"11001008903","Census Tract 89.03, District of Columbia, District of Columbia","B25024_010",0,12,1699,32,0
"11001008904","Census Tract 89.04, District of Columbia, District of Columbia","B25024_010",0,12,1914,65,0
"11001009000","Census Tract 90, District of Columbia, District of Columbia","B25024_010",0,12,1858,33,0
"11001009102","Census Tract 91.02, District of Columbia, District of Columbia","B25024_010",0,17,2109,52,0
"11001009201","Census Tract 92.01, District of Columbia, District of Columbia","B25024_010",0,12,861,35,0
"11001009203","Census Tract 92.03, District of Columbia, District of Columbia","B25024_010",0,12,1304,59,0
"11001009204","Census Tract 92.04, District of Columbia, District of Columbia","B25024_010",0,12,1456,29,0
"11001009301","Census Tract 93.01, District of Columbia, District of Columbia","B25024_010",0,12,1231,59,0
"11001009302","Census Tract 93.02, District of Columbia, District of Columbia","B25024_010",0,12,548,24,0
"11001009400","Census Tract 94, District of Columbia, District of Columbia","B25024_010",19,30,1839,55,1.03
"11001009501","Census Tract 95.01, District of Columbia, District of Columbia","B25024_010",0,17,1961,62,0
"11001009503","Census Tract 95.03, District of Columbia, District of Columbia","B25024_010",0,12,1297,26,0
"11001009504","Census Tract 95.04, District of Columbia, District of Columbia","B25024_010",0,12,1432,34,0
"11001009505","Census Tract 95.05, District of Columbia, District of Columbia","B25024_010",0,12,1243,54,0
"11001009507","Census Tract 95.07, District of Columbia, District of Columbia","B25024_010",0,12,615,30,0
"11001009508","Census Tract 95.08, District of Columbia, District of Columbia","B25024_010",0,12,1724,81,0
"11001009509","Census Tract 95.09, District of Columbia, District of Columbia","B25024_010",7,12,1377,38,0.51
"11001009601","Census Tract 96.01, District of Columbia, District of Columbia","B25024_010",0,12,880,42,0
"11001009602","Census Tract 96.02, District of Columbia, District of Columbia","B25024_010",0,12,1656,57,0
"11001009603","Census Tract 96.03, District of Columbia, District of Columbia","B25024_010",0,12,1800,70,0
"11001009604","Census Tract 96.04, District of Columbia, District of Columbia","B25024_010",0,12,1046,21,0
"11001009700","Census Tract 97, District of Columbia, District of Columbia","B25024_010",0,12,1327,54,0
"11001009801","Census Tract 98.01, District of Columbia, District of Columbia","B25024_010",0,12,936,39,0
"11001009802","Census Tract 98.02, District of Columbia, District of Columbia","B25024_010",0,12,886,32,0
"11001009803","Census Tract 98.03, District of Columbia, District of Columbia","B25024_010",0,12,1449,56,0
"11001009804","Census Tract 98.04, District of Columbia, District of Columbia","B25024_010",0,12,1110,33,0
"11001009807","Census Tract 98.07, District of Columbia, District of Columbia","B25024_010",0,12,1617,44,0
"11001009810","Census Tract 98.10, District of Columbia, District of Columbia","B25024_010",0,12,1224,59,0
"11001009811","Census Tract 98.11, District of Columbia, District of Columbia","B25024_010",0,17,2145,51,0
"11001009901","Census Tract 99.01, District of Columbia, District of Columbia","B25024_010",0,12,1117,28,0
"11001009902","Census Tract 99.02, District of Columbia, District of Columbia","B25024_010",0,12,1340,49,0
"11001009903","Census Tract 99.03, District of Columbia, District of Columbia","B25024_010",0,12,775,65,0
"11001009904","Census Tract 99.04, District of Columbia, District of Columbia","B25024_010",0,12,1290,33,0
"11001009905","Census Tract 99.05, District of Columbia, District of Columbia","B25024_010",0,12,1378,43,0
"11001009906","Census Tract 99.06, District of Columbia, District of Columbia","B25024_010",0,12,777,36,0
"11001009907","Census Tract 99.07, District of Columbia, District of Columbia","B25024_010",0,12,1239,50,0
"11001010100","Census Tract 101, District of Columbia, District of Columbia","B25024_010",0,12,2051,58,0
"11001010200","Census Tract 102, District of Columbia, District of Columbia","B25024_010",0,12,1568,60,0
"11001010300","Census Tract 103, District of Columbia, District of Columbia","B25024_010",0,12,1301,54,0
"11001010400","Census Tract 104, District of Columbia, District of Columbia","B25024_010",0,12,1798,80,0
"11001010500","Census Tract 105, District of Columbia, District of Columbia","B25024_010",0,12,2322,86,0
"11001010600","Census Tract 106, District of Columbia, District of Columbia","B25024_010",0,17,2890,102,0
"11001010700","Census Tract 107, District of Columbia, District of Columbia","B25024_010",0,12,1282,48,0
"11001010800","Census Tract 108, District of Columbia, District of Columbia","B25024_010",0,17,1100,64,0
"11001010900","Census Tract 109, District of Columbia, District of Columbia","B25024_010",0,12,1448,44,0
"11001011000","Census Tract 110, District of Columbia, District of Columbia","B25024_010",0,12,2582,102,0
"11001011100","Census Tract 111, District of Columbia, District of Columbia","B25024_010",0,17,1888,53,0
